,Unnamed: 0,artist,date,position,streams,track_name,url
24028,24028,Mon Laferte,2017-05-01,29,149009,Amárrame,https://open.spotify.com/track/3EK4tGkSiO5xvvB5sM4tln
24031,24031,Martin Garrix,2017-05-01,32,135339,Scared to Be Lonely,https://open.spotify.com/track/0KR2W3St74th8z3LS94Ffh
24035,24035,Harry Styles,2017-05-01,36,125512,Sign of the Times,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV
24037,24037,Natalia Lafourcade,2017-05-01,38,117282,Tú Sí Sabes Quererme,https://open.spotify.com/track/2gvhbU2mvwxITWzCI0q9CS
24040,24040,Calvin Harris,2017-05-01,41,111819,Slide (feat. Frank Ocean & Migos),https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk
24047,24047,Katy Perry,2017-05-01,48,105788,Chained To The Rhythm,https://open.spotify.com/track/5ndfVSDyPq90jaIUhNPeby
24052,24052,Carlos Vives,2017-05-01,53,88842,La Bicicleta,https://open.spotify.com/track/43it4kot08akLzFIEMhXNN
24058,24058,DJ Khaled,2017-05-01,59,79546,I'm the One,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
24083,24083,Julión Álvarez y su Norteño Banda,2017-05-01,84,58037,Afuera Está Lloviendo,https://open.spotify.com/track/3kvLHU836sKZdEdZpRGFFj
24102,24102,Gerardo Ortiz,2017-05-01,103,49167,Para Qué Lastimarme,https://open.spotify.com/track/3jK9UGmZEjHnO2IAOduZ5U
24141,24141,Banda Sinaloense MS de Sergio Lizárraga,2017-05-01,142,39161,Háblame de Ti,https://open.spotify.com/track/4YCWsVdCoVQieev0hyeesj
24152,24152,Juanes,2017-05-01,153,37829,Fuego,https://open.spotify.com/track/6SdlwHgDMQ0f2UAbG5nM0a
24170,24170,Fleetwood Mac,2017-05-01,171,35553,The Chain - 2004 Remaster,https://open.spotify.com/track/7Dm3dV3WPNdTgxoNY7YFnc
24186,24186,Electric Light Orchestra,2017-05-01,187,32863,Mr. Blue Sky,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp
24189,24189,Katy Perry,2017-05-01,190,32393,Bon Appétit,https://open.spotify.com/track/14oOKFGuXu8DqvOe1W8vao
24194,24194,Jory Boy,2017-05-01,195,31698,No Te Hagas,https://open.spotify.com/track/5hKjEpYrJIJs6uPl7zw6Y6
24476,24476,The Weeknd,2017-05-03,77,67371,Starboy,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
24554,24554,Imagine Dragons,2017-05-03,155,40212,Thunder,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj
24587,24587,Harry Styles,2017-05-03,188,36564,Sweet Creature,https://open.spotify.com/track/13sXuI5RjMHm7dz7O3spYs
24777,24777,Starley,2017-05-04,178,38763,Call on Me - Ryan Riback Remix,https://open.spotify.com/track/56RVUAFH9NF8zhTZ5A9KVF
24796,24796,Arcangel,2017-05-04,197,36753,Me Acostumbre (feat. Bad Bunny),https://open.spotify.com/track/2FIm6YsSGL5acOqSuJDh5s
24799,24799,Niall Horan,2017-05-04,200,36467,Slow Hands,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
24807,24807,J Balvin,2017-05-05,8,312009,Sigo Extrañándote,https://open.spotify.com/track/0k23rRi1B8ZHrKtzECGoyk
24837,24837,Sebastian Yatra,2017-05-05,38,145583,Traicionera,https://open.spotify.com/track/79Jhw5xn4gGn6PZak275gg
24845,24845,J Balvin,2017-05-05,46,124118,Safari,https://open.spotify.com/track/456xBIOmLRoLzCvCzZrWge
24903,24903,MC Davo,2017-05-05,104,58253,Mágica,https://open.spotify.com/track/5n9vbOZI9S58CKEDpf9Ahs
24913,24913,Natalia Lafourcade,2017-05-05,114,54382,Soledad y el Mar (feat. Los Macorinos),https://open.spotify.com/track/1Xtz05nIgJiEYdncfd1w8h
24938,24938,Yandel,2017-05-05,139,46361,Mi Religión,https://open.spotify.com/track/2bdD0eYH8XirjVAXq68JAN
24947,24947,Café Tacvba,2017-05-05,148,45383,1-2-3,https://open.spotify.com/track/1JIlQRg9f8Rsx18AemZRch
24949,24949,J Balvin,2017-05-05,150,45079,Bobo,https://open.spotify.com/track/5kdTuoKeqdnblCop75wMuX
24957,24957,Gloria Trevi,2017-05-05,158,43727,Cuando Un Hombre Te Enamora,https://open.spotify.com/track/1zonBRtIJCsUPoMAYAlAKN
24966,24966,Galantis,2017-05-05,167,42215,Hunter,https://open.spotify.com/track/3caMfJGFp53NAH2TuigdNj
25547,25547,Post Malone,2017-05-08,148,39031,Congratulations,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
25591,25591,Mœnia,2017-05-08,192,34384,Morir Tres Veces,https://open.spotify.com/track/7obrra8VutMXPktd7zGZlA
25828,25828,Drake,2017-05-10,29,162159,Passionfruit,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
25856,25856,Katy Perry,2017-05-10,57,84659,Chained To The Rhythm,https://open.spotify.com/track/5pD9x23lsoQr464mlmaKNJ
25865,25865,Morat,2017-05-10,66,78927,Cómo Te Atreves,https://open.spotify.com/track/7M6CFruBrM5x7u0lTMtm6r
25954,25954,Denise De Kalafe,2017-05-10,155,39737,Señora... Señora... Señora,https://open.spotify.com/track/1gpnjVCS2P9BPug3FvHpgW
26160,26160,Foo Fighters,2017-05-11,161,38435,Best of You,https://open.spotify.com/track/5FZxsHWIvUsmSK1IAvm2pp
26181,26181,Miley Cyrus,2017-05-11,182,36066,Malibu,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
26183,26183,Phoenix,2017-05-11,184,36019,J-Boy,https://open.spotify.com/track/0uzKfuty82lTHvfGaOLCdV
26267,26267,Harry Styles,2017-05-12,68,81464,Two Ghosts,https://open.spotify.com/track/4B1rpPmQXwj78wk6aIGwwU
26274,26274,Harry Styles,2017-05-12,75,70882,Sweet Creature,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5
26284,26284,Calvin Harris,2017-05-12,85,65170,Rollin,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W
26311,26311,Harry Styles,2017-05-12,112,52904,Meet Me in the Hallway,https://open.spotify.com/track/4u9Y4Z9i9VaAbBK7rW1Rha
26317,26317,Harry Styles,2017-05-12,118,51072,Carolina,https://open.spotify.com/track/3Dwq1oiOFys6Sxr5SslmXw
26321,26321,Carlos Rivera,2017-05-12,122,49164,Lo Digo,https://open.spotify.com/track/7rOgFcvr8b7DV9NhdR4F4p
26323,26323,Harry Styles,2017-05-12,124,48981,Kiwi,https://open.spotify.com/track/33SNO8AaciGbNaQFkxvPrW
26331,26331,Harry Styles,2017-05-12,132,47319,Only Angel,https://open.spotify.com/track/5Lbsc65org0b85kNsPkluY
26332,26332,Imagine Dragons,2017-05-12,133,46762,Whatever It Takes,https://open.spotify.com/track/4izg6Hydc6XGErWW6nbdsV
26352,26352,Harry Styles,2017-05-12,153,42839,Woman,https://open.spotify.com/track/33bURv895AN4FkBvgFo2dx
26354,26354,Harry Styles,2017-05-12,155,42665,Ever Since New York,https://open.spotify.com/track/5LABCxgmP7DATATIJXOh6n
26361,26361,Axwell /\ Ingrosso,2017-05-12,162,42139,Renegade,https://open.spotify.com/track/1KuB5AZPLAeDuoawbfQ20L
26370,26370,Maite Perroni,2017-05-12,171,40921,Loca (feat. Cali Y El Dandee),https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x
26389,26389,Harry Styles,2017-05-12,190,39411,From the Dining Table,https://open.spotify.com/track/1IF5UcqRO42D12vYwceOY6
26728,26728,Juanes,2017-05-14,129,39303,Fuego,https://open.spotify.com/track/1LlqJjBB9Aqbct6Bh6mf4a
27375,27375,Halsey,2017-05-17,176,37455,Now Or Never,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ
27443,27443,Selena Gomez,2017-05-18,44,127384,Bad Liar,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
27461,27461,Audioslave,2017-05-18,62,90020,Like a Stone,https://open.spotify.com/track/2xt2piJx6jlFkjS77YiqpL
27497,27497,Soundgarden,2017-05-18,98,57261,Black Hole Sun,https://open.spotify.com/track/2EoOZnxNgtmZaD8uUmz2nD
27530,27530,Audioslave,2017-05-18,131,46274,Show Me How to Live,https://open.spotify.com/track/21tuvt3CXIsNquc32v8jpc
27572,27572,Audioslave,2017-05-18,173,39443,Be Yourself,https://open.spotify.com/track/7r9ZTgy31yObGZE6ZYDlQg
27573,27573,Julión Álvarez y su Norteño Banda,2017-05-18,174,39396,Esta Noche Se Me Olvida,https://open.spotify.com/track/0txIzyerZkWfAaHv8Y5ylw
27652,27652,Camila Cabello,2017-05-19,53,110590,Crying in the Club,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
27654,27654,Liam Payne,2017-05-19,55,105162,Strip That Down,https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5
27666,27666,Katy Perry,2017-05-19,67,86794,Swish Swish,https://open.spotify.com/track/3VRk65lHSwqd90TAkQqhvB
27718,27718,OneRepublic,2017-05-19,119,50630,No Vacancy (with Sebastián Yatra),https://open.spotify.com/track/3Gqj86AgnD8EiIOFIGLubs
27721,27721,Muse,2017-05-19,122,50289,Dig Down,https://open.spotify.com/track/7JhTr0G0gr3ESY3B9uqPi4
27730,27730,Alan Walker,2017-05-19,131,47985,Tired,https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a
27743,27743,Robin Schulz,2017-05-19,144,44870,OK,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
27748,27748,Manuel Turizo,2017-05-19,149,44014,Una Lady Como Tú,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
