,Unnamed: 0,artist_id,artist_name
2851,2851,1082,Tiësto
2852,2852,1018146,Tiësto & KSHMR
2857,2857,977386,Calum Scott
2858,2858,1207123,Tiësto & Oliver Heldens
2870,2870,484965,Martin Jensen
2873,2873,1525062,Martin Jensen & Olivia Holt
2875,2875,1744553,Martin Jensen & James Arthur
2878,2878,513419,Sigala
2879,2879,25939,Sage The Gemini
2886,2886,1120685,Jeremih
2909,2909,356386,Jarabe De Palo
2949,2949,525432,Justin Quiles
2954,2954,1406592,Justin Quiles & Sech
2956,2956,1539296,Valentino
2960,2960,690350,Bad Bunny
2961,2961,1593971,Nio García
2979,2979,247886,LANY
2986,2986,30153,Mac DeMarco
2989,2989,357907,Los Enanitos Verdes
3029,3029,315233,Joaquín Sabina
3049,3049,6234,Jamiroquai
3079,3079,49549,Danny Ocean
3086,3086,12219,LEGIT
3087,3087,1738486,Digital Farm Animals & Danny Ocean
3090,3090,1345224,Migos
3119,3119,220055,Ryan Gosling
3122,3122,569121,Genius Türkçe Çeviri
3124,3124,140856,Genius Traductions Françaises
3125,3125,984895,прыгай киска (kiska)
3126,3126,227332,Late Cambrian
3159,3159,1043521,La La Land Cast
3161,3161,992687,Vimto(TaylorSwift14)
3162,3162,1134516,Josiah Botting
3163,3163,506,Tech N9ne
3164,3164,161407,Genius Polska Tłumaczenia
3165,3165,131228,Academy of Motion Picture Arts and Sciences
3166,3166,99381,Patrick Bateson and Kevin N. Laland
3167,3167,165189,Marion Ravn
3168,3168,409643,Julia Michaels
3174,3174,1232354,Maroon 5 & Julia Michaels
3178,3178,978048,Stanaj
3188,3188,1108247,Lucah
3190,3190,292165,Sederwall
3191,3191,655029,CHUGINGERS
3192,3192,377405,Vazquez Sounds
3194,3194,68345,Los Tigres Del Norte
3195,3195,1598413,Pak Itam
3196,3196,345077,Joyner Lucas
3198,3198,358670,Ricardo Arjona
3238,3238,29472,Imagine Dragons
3258,3258,943,Depeche Mode
3308,3308,564416,A R I Z O N A
3309,3309,566912,Rich Brian
3312,3312,203,Public Enemy
3314,3314,984907,Arizona Zervas
3316,3316,624209,Recycled J
3328,3328,1195,Katy Perry
3368,3368,278419,Soda Stereo
3378,3378,1087762,Costera
3387,3387,354525,Tazenda
3408,3408,187277,Bag Raiders
3418,3418,2487,Jennifer Lopez
3438,3438,363417,Carla Morrison
3443,3443,367468,Gepe
3468,3468,23895,U2
3473,3473,81663,Mert
3489,3489,69,J. Cole
3490,3490,15758,The Cure
3496,3496,25889,Little Mix
3498,3498,533,Aerosmith
3508,3508,17657,Yeah Yeah Yeahs
3538,3538,18512,Florence + The Machine
3598,3598,14717,Romeo Santos
3608,3608,1581,Linkin Park
3613,3613,385596,Jay-Z & Linkin Park
3618,3618,158,DJ Khaled
3628,3628,49698,Cashmere Cat
3639,3639,20185,Travis Scott
3641,3641,72045,Jack Ü
3646,3646,14693,Kaaris
3668,3668,26593,Jon Bellion
3740,3740,13246,Prince Royce
3743,3743,1432768,Noriel & Prince Royce
3745,3745,1617717,CNCO & Prince Royce
3759,3759,1462900,Zedd
3760,3760,1525922,Zedd & Elley Duhé
3761,3761,24215,Zedd
3762,3762,1205705,Zedd & Liam Payne
3766,3766,1705727,Zedd & Katy Perry
3768,3768,480487,Mario Bautista
3775,3775,1567103,Mario Bautista
3788,3788,1110428,Afrojack & David Guetta
3789,3789,11439,Afrojack
3794,3794,1464240,Afrojack x Jewelz & Sparks
3795,3795,1263966,DubVision & Afrojack
3796,3796,1016011,Fais & Afrojack
3807,3807,335149,Regulo Caro
3837,3837,36944,Lorde
4027,4027,27578,StarGate
4031,4031,1650899,Los Unidades & Stargate
4033,4033,1351,Leak Bros
4034,4034,44934,JiGzTHeFLYeR
4035,4035,544039,Sofia Carson
4057,4057,359499,Caifanes
4061,4061,72366,Los Caifanes
4097,4097,1515154,Arcángel & Bad Bunny
4098,4098,37899,Arcángel
4101,4101,1533986,Anuel AA & Arcángel
4106,4106,1578046,Arcángel
4117,4117,1037688,Burak Yeter
4118,4118,354766,Ajda Pekkan
4122,4122,296675,Anne-Marie
4123,4123,562241,Aygün Kazımova
4124,4124,36416,Rudimental
4125,4125,1184513,Burak Yeter & Ryan Riback
4197,4197,344604,Hombres G
4227,4227,168236,Jax Jones
4230,4230,1506505,Jax Jones & Mabel
4235,4235,1125739,MC Fioti
4298,4298,572241,Chris Jeday
4327,4327,17764,Jason Derulo
4377,4377,1421,Kendrick Lamar
4407,4407,22457,Harry Styles
4517,4517,484852,Millonario & w. corona
4519,4519,243967,Millonario y W. Corona
4522,4522,1423661,Nino Freestyle
4523,4523,2197,Future
4524,4524,568186,Drake & Future
4525,4525,1739,Odd Future
4527,4527,1403568,Jay Rock
4533,4533,118595,Lord Huron
4543,4543,1203660,Ofenbach & Nick Waterhouse
4544,4544,649045,Ofenbach
4545,4545,1433520,Ofenbach Vs. Lack Of Afro
4548,4548,370175,Lily & Madeleine
4550,4550,104044,Bebe Rexha
4551,4551,52078,Portugal. The Man
4553,4553,72961,Los Fabulosos Cadillacs
4613,4613,50963,Nacho
4618,4618,482229,Blue Sky Black Death & Nacho Picasso
4619,4619,1424,Rocko
4620,4620,18280,Nacho Picasso
4623,4623,452524,Dvicio
4673,4673,22531,Paramore
4693,4693,353538,Chayanne
5013,5013,2579,Fleetwood Mac
5023,5023,29232,Electric Light Orchestra
5043,5043,150855,Jory Boy
5143,5143,185672,MC Davo
5193,5193,344714,Gloria Trevi
5213,5213,326362,Post Malone
5219,5219,1609233,Post Malone & Swae Lee
5223,5223,453399,Moenia
5263,5263,368121,Denise de Kalafe
5270,5270,17237,Foo Fighters
5280,5280,805,Miley Cyrus
5290,5290,12417,A$AP Rocky
5291,5291,7811,Fall Out Boy
5292,5292,763,Phoenix
5295,5295,20503,Young Thug
5296,5296,52318,K.A.A.N.
5297,5297,20190,Casseurs Flowters
5298,5298,20441,Moe Phoenix
5410,5410,350758,Axwell
5411,5411,63496,Two Friends
5420,5420,284075,Maite Perroni
5450,5450,1280104,G-Eazy & Halsey
5451,5451,1628850,​benny blanco
5452,5452,228636,Halsey
5460,5460,45372,Selena Gomez
5461,5461,1235500,Selena Gomez & Marshmello
5470,5470,39547,Audioslave
5480,5480,19976,Soundgarden
5520,5520,609667,Camila Cabello
5531,5531,1514198,Liam Payne & Rita Ora
5539,5539,1251160,Drop The Mic
5550,5550,934,OneRepublic
5553,5553,1254453,OneRepublic & Seeb
5560,5560,47131,PARTYNEXTDOOR
5561,5561,13088,Muse
5563,5563,60486,O.C.A.D
5590,5590,1132272,Manuel Turizo
5594,5594,1709554,Manuel Turizo & Ozuna
5600,5600,14598,Iggy Azalea
5610,5610,1528553,Brytiago & Darell
5611,5611,625138,Brytiago
5614,5614,1255904,Benny Benni
5619,5619,1570643,Sinfónico
5780,5780,1583,French Montana
5940,5940,1177,Taylor Swift
5960,5960,56991,C. Tangana
5970,5970,217208,Lil Uzi Vert
6000,6000,637,Guns N’ Roses
6030,6030,599,The Killers
6130,6130,347690,Abraham Mateo
6134,6134,1623391,Abraham Mateo & Yenddi
6151,6151,1593953,Karol G & Bad Bunny
6153,6153,1593957,Karol G
6154,6154,530703,Karol G
6157,6157,1620292,Karol G & Maluma
6158,6158,1433185,Karol G & Shaggy
6250,6250,405344,Caloncho
6270,6270,1018114,J Alvarez
6290,6290,356622,Melendi
6320,6320,1443544,JD Pantoja
6340,6340,1519,Kesha
6370,6370,1161865,Chyno Miranda
6373,6373,1689605,Tomas The Latin Boy & Chyno Miranda
6374,6374,1577658,Chyno Miranda & J Balvin
6376,6376,669943,Apache (Las Minas)
6377,6377,482441,Sanluis
6378,6378,1415426,EstoeSPosdata
6379,6379,1441581,Agustín Casanova
6390,6390,13531,Demi Lovato
6410,6410,30426,Becky G
6411,6411,1452123,Becky G & Natti Natasha
6414,6414,1543419,Becky G & Paulo Londra
6450,6450,338777,Lauv
6453,6453,1699941,Lauv & Troye Sivan
6490,6490,402425,Felipe Peláez
6500,6500,555561,Dua Lipa
6506,6506,1570288,Dua Lipa & BLACKPINK
6507,6507,1569564,Silk City & Dua Lipa
6532,6532,531151,Ghali
6533,6533,14297,Sister Nancy
6534,6534,45824,The 1975
6535,6535,53342,Fuse ODG
6537,6537,383998,RADWIMPS
6538,6538,26369,Tame Impala
6539,6539,29229,Nancy Sinatra
6610,6610,576610,Louis Tomlinson
6680,6680,2,JAY-Z
6681,6681,652275,JAY-Z & Kanye West
6684,6684,1408735,THE CARTERS
6780,6780,453981,CD9
6800,6800,1444108,Skrillex & Rick Ross
6801,6801,1748342,The Game ft. Skrillex
6802,6802,41455,Hundred Waters
6803,6803,26092,Epic Rap Battles of History
6804,6804,985152,ZHU
6805,6805,15496,Skrillex
6820,6820,270709,DaSoul
6824,6824,528963,Henry Mendez
6828,6828,453679,Kiko rivera
6831,6831,1496275,Bruno Martini & Zeeba
6832,6832,1020225,Bruno Martini
6833,6833,1237742,Bruno Martini & Timbaland
6835,6835,1701374,Cat Dealers
6837,6837,235874,Tribalistas
6839,6839,264404,Dennis DJ
6900,6900,1019877,Alex Sensation
6902,6902,1582640,Alex Sensation & Nicky Jam
6908,6908,1133145,Musicólogo The Libro
6930,6930,2525,Macklemore & Ryan Lewis
6934,6934,2026,Macklemore
6950,6950,53932,DJ Arafat
6951,6951,11105,Voltio
6952,6952,185629,Aeon The Ace
6954,6954,628,Pitbull
6955,6955,2651,Tyrese
6956,6956,183819,Milka La Mas Dura
6957,6957,254304,Frenna
6959,6959,17491,Avicii
7031,7031,647871,Trinidad Cardona
7032,7032,34513,Mick Jenkins
7035,7035,128108,Jennifer Nettles
7036,7036,362,Alicia Keys
7037,7037,24715,Birdy
7038,7038,1056783,Brian Johnson & Jenn Johnson
7139,7139,438,Chris Brown
7141,7141,322517,Chris Brown & Tyga
7148,7148,1401054,Joyner Lucas & Chris Brown
7169,7169,694,Pink Floyd
7189,7189,1402544,Marshmello & Anne-Marie
7190,7190,1611833,Marshmello & Bastille
7191,7191,582361,Marshmello
7194,7194,1293217,Marshmello & Lil Peep
7195,7195,1406211,Logic & Marshmello
7197,7197,1290167,Far East Movement & Marshmello
7198,7198,1246499,Migos & Marshmello
7351,7351,531856,Natti Natasha
7354,7354,1476820,Natti Natasha & Daddy Yankee
7369,7369,1162774,El Ezequiel
7372,7372,1404387,La Plebada
7373,7373,1006660,Malajunta Malandro
7374,7374,1164218,Nahue MC
7375,7375,1046502,EZ El Ezeta
7377,7377,363854,Los Huracanes Del Norte
7378,7378,1037443,Duki
7439,7439,1444143,Billie Eilish & Khalid
7440,7440,9932,Khalid
7445,7445,1385240,Khalid & Normani
7469,7469,345,P!nk
7471,7471,1467924,Lil' Kim
7519,7519,396565,XXXTENTACION
7528,7528,1614425,XXXTENTACION & Lil Pump
7529,7529,7922,Logic
7679,7679,127606,Luciano
7680,7680,415,Bobby V
7681,7681,43738,Valentino Khan
7684,7684,33752,Marracash
7686,7686,1175461,$us Valentino
7688,7688,91049,Gunna
7691,7691,612017,Rvssian
7692,7692,1599475,Rvssian & Sfera Ebbasta
7697,7697,1572304,Rvssian
7698,7698,1376254,Genius Traducciones al Español
7699,7699,388552,Remmy Valenzuela
7769,7769,359607,Vicente Fernández
7799,7799,91228,Valentin Elizalde
7809,7809,11650,Lacrim
7811,7811,72600,Ñengo Flow
7813,7813,1635289,Tefi Valenzuela
7814,7814,455715,Loquillo y Los Intocables
7815,7815,22863,La Oreja De Van Gogh
7816,7816,27133,Violadores del Verso
7817,7817,343725,Intocable
7839,7839,405375,Banda Tierra Sagrada
7849,7849,344454,Rocío Dúrcal
7879,7879,364946,El Chapo De Sinaloa
7888,7888,523152,Los Originales De San Juan
7899,7899,355169,Pedro Fernández
7959,7959,453706,Mariachi vargas de tecalitlan
8009,8009,360164,José Alfredo Jiménez
8049,8049,348219,Banda El Recodo
8051,8051,484937,Banda El Recodo de Cruz Lizárraga
8129,8129,1660748,Casper & Gigolo y La Exce
8130,8130,1043423,Gigolo & La Exce
8131,8131,656696,Lyanno
8134,8134,653994,YannC El Armónico
8135,8135,1172511,D-Enyel
8137,8137,634565,Pepe Quintana
8138,8138,208343,Joyce Santana
8189,8189,1228503,Virlán García
8269,8269,359205,Nacha Pop
8289,8289,1168575,J.B Priestly
8290,8290,57090,J. B. Priestley
8292,8292,1184443,Big Baby Tape
8298,8298,19664,America
8299,8299,749,The White Stripes
8339,8339,362561,Bunbury
8487,8487,405156,Leslie Grace
8490,8490,1444727,Super Junior
8494,8494,1262977,Luis coronel
8516,8516,214301,NF
8646,8646,1211823,Mau y Ricky
8652,8652,1750204,Leslie Shaw & Mau y Ricky
8766,8766,654932,Lil Pump
8767,8767,1572772,Kanye West & Lil Pump
8775,8775,1349685,Carnage & Lil Pump
8796,8796,1426472,Anthony Gonzalez & Gael García Bernal
8797,8797,1268490,Anthony Gonzalez (Actor)
8798,8798,1426470,Anthony Gonzalez & Antonio Sol
8800,8800,8160,Anonymous
8801,8801,59781,Home Runs of the Day
8803,8803,1087059,Alternatywy
8805,8805,148995,Marco Antonio Solís
8815,8815,569050,Angélica Vale
8816,8816,83345,Emilio Estefan
8817,8817,1593,Aceyalone
8818,8818,543269,Psihoaktiv trip
8819,8819,397184,T9
8820,8820,328563,Doz9
8821,8821,204691,Jim Valvano
8822,8822,481572,I marcellos ferial
8823,8823,576538,​CupcakKe
8824,8824,193380,Power
8825,8825,1251177,Luis Angel Gómez Jaramillo
8829,8829,1392761,J Mashel
